id,name,alias,cover,categories,directors,actors,score,dramma,regions,published_at,minute
56,致命魔术,The Prestige,https://p0.meituan.net/movie/83df1c541e6e0696e67ce7da81cb1e1a251258.jpg@464w_644h_1e_1c,剧情;悬疑;惊悚,克里斯托弗·诺兰,休·杰克曼;克里斯蒂安·贝尔;迈克尔·凯恩;斯嘉丽·约翰逊;派珀·佩拉博;Brian Tahash;Basil McCurry;Sam Menning;詹姆斯·兰开斯特;恩·赖特尔;拉什·费加;Kevin Will;Chris Cleveland;Sean Howse;爱德华·希伯特;Tim Pilleri;Erin Cipolletti;Rob Arbogast;Inna Swann;Clive Kennedy;Deanna Lynn Walsh;Wendy Rosoff;Jodi Bianca Wise;James Otis;Zoe Merg;Olivia Merg;Nikki Glick;Scott Davis;Julie Sanford;加里·西沃斯;Ezra Buzzington;Christopher Judges;Johnny Liska;Ernest Heinz;Jesse Wilde;马克·瑞安;冀朝理;瑞奇·杰;罗恩·帕金斯;John B. Crye;安迪·瑟金斯;克里斯托弗·尼姆;吉姆·皮多克;罗杰·里斯;丽贝卡·豪尔;安东尼·德·马克;杰米·哈里斯;Monty Stuart;萨曼塔·马霍林;Gregory Humphreys;J. Paul Moore;大卫·鲍伊;威廉姆·摩根·谢泼德;丹尼尔·戴维斯;Julia Sanford;Robert W. Arbogast,8.8,,美国;英国,2006-10-17,130
57,神偷奶爸,Despicable Me,https://p0.meituan.net/movie/85c2bfba6025bfbfb53291ae5924c215308805.jpg@464w_644h_1e_1c,喜剧;动画;冒险,克里斯·雷纳德;皮埃尔·柯芬,史蒂夫·卡瑞尔;杰森·席格尔;拉塞尔·布兰德;朱莉·安德鲁斯;威尔·阿奈特;克里斯汀·韦格;米兰达·卡斯格拉夫;达纳·盖尔;艾尔西·费舍尔;皮埃尔·柯芬;克里斯·雷纳德;杰梅奈·克莱门特;杰克·麦克布瑞尔;丹尼·麦克布莱德;敏迪·卡灵;罗布·许贝尔;郑肯;查尔斯·布赖特;凯蒂·丽;Ranjani Brow;斯科特·门维尔;霍利·多夫;伊迪·米尔曼;杰姬·戈诺;Al Rodrigo;Wendy Hoffman;Jakob Roston;詹姆斯·凯森·李;Hans Tester;Tony Lee;黛比·梅·卫斯特;肯·道里欧;欧阳娣娣;John Hans Tester,8.8,,美国;法国,2010-06-20,95
72,幽灵公主,もののけ姫,https://p0.meituan.net/movie/a08f65e6cb50fab32df5da69ff116f593095363.jpg@464w_644h_1e_1c,动画;奇幻;冒险,宫崎骏,松田洋治;石田百合子;田中裕子;小林薰;美轮明宏;西村雅彦;渡边哲;名古屋章;上条恒彦;岛本须美;藤贵子;吉莲·安德森;比利·克鲁德普;克莱尔·丹尼斯;明妮·德里弗;近藤芳正;贾达·萍克·史密斯;比利·鲍伯·松顿;刘易斯·阿盖特;科里·伯顿;凯斯·大卫;约翰·德米塔;黛比·德里贝里;约翰·迪·马吉欧;阿莱克斯·费尔南德斯;Jack Fletcher;Julia Fletcher;帕特·弗雷利;John Hostetter;Leslie Ishii;雪莉·琳恩;特蕾丝·麦克尼尔;玛丽·伊丽莎白·麦格林;Matthew McKenzie;迈克尔·麦克沙恩;Matt Miller;Marnie Mosiman;奥达曼·保罗;德怀特·舒尔茨;塔拉·斯特朗;K.T. Vogt;Jennifer Cihi;John Rafter Lee;森光子;冷泉公裕;森繁久弥;佐藤允;David Rasner;Jessica Lynn;马特·K·米勒;松田佑贵;帕梅拉·阿德龙;刘易斯·阿奎特;饭沼慧;都筑香弥子;Kazuya Kobayashi;松山鹰志;Akio Nakamura;坂本明;Fumio Ukibe;山本道子;藤卷直哉;Denise Poirier;斋藤志郎;菅原大吉;铃木敏夫;山本郁子;Kinu Yoshimi,8.9,,日本,1998-05-01,134
76,阿凡达,Avatar,https://p1.meituan.net/movie/e540384dc6c9f63bdb27cc554588a77f44305.jpg@464w_644h_1e_1c,动作;科幻;冒险,詹姆斯·卡梅隆,萨姆·沃辛顿;佐伊·索尔达娜;米歇尔·罗德里格兹;西格妮·韦弗;史蒂芬·朗;凯文·多曼;Jon Brent Curry;迪利普·劳;伊拉姆·崔;J. Patrick Pitts;Michael Blain-Rozgay;凯利·基尔戈;肖恩·帕特里克·墨菲;乔·大卫·摩尔;伍迪·舒尔茨;雅克布·托毛里;大卫·范·霍恩;杰森·怀特;卢克·霍克;彼得·狄龙;Chris Mala;Nicole Dionne;Sonia Yee;Kyla Warren;拉兹·阿隆索;吉奥瓦尼·瑞比西;彼得·门萨;斯科特·劳伦斯;肖恩·安东尼·莫兰;凯尔森·亨德森;马特·杰拉德;Julene Renee;希·庞德;韦斯·斯塔迪;泰瑞·诺塔里;Nikie Zambo;Brandon Jelkes;迪恩·诺斯利;约瑟夫·米卡-亨特;Jamie Harrison;Mike Bodnar;Jahnel Curfman;艾丽西娅·维拉-贝利;黛布拉·威尔逊;Nathan Meister;詹姆斯·盖林;马修张伯伦;凯·潘塔诺;Logan Pithyou;Lisa Roumain;Austin Wilson;Sara Wilson;Joseph Brady Madden;Frankie Torres;Julie Lamm;Cullen B. Madden;Taylor Kibby;Jodie Landau;Melvin Leno Clark III;Wray Wilson;Paul Yates;Gerry Blair;Lucy Briant;Tamica Washington-Miller;April Thomas;理查德·怀特赛德;Micah Moch;Carvon Futrell;Allan Henry;Anthony Ingruber;Jodie Taylor;Raja;Bravita A. Threatt;Christa Oliver;Christopher Nolen;Hanniyah Muhammad;Colin Bleasdale;Matt Clayton;Ashley Jeffery;Gareth Ruck;Rhian Sheehan;Stuart Pollock;T.J. Storm;拉斯科·阿特金斯;Tim Mansell;Ken Ohara;Luis G. Portillo;詹姆斯·皮特;乔尔·摩尔,8.9,,美国;英国,2010-01-04,162
77,哈尔的移动城堡,ハウルの動く城,https://p0.meituan.net/movie/0127b451d5b8f0679c6f81c8ed414bb2432442.jpg@464w_644h_1e_1c,动画;奇幻;冒险,宫崎骏,倍赏千惠子;木村拓哉;美轮明宏;我修院达也;神木隆之介;伊崎充则;大泉洋;原田大二郎;加藤治子;劳伦·白考尔;户次重幸;克里斯蒂安·贝尔;比利·克里斯托;布莱思·丹纳;布里奇特·霍夫曼;乔什·哈切森;吉娜·马隆;艾米莉·莫迪默;简·西蒙斯;Mari Devon;卡洛斯·阿拉斯拉奇;纽威尔·亚历山大;Rosemary Alexander;Julia Barnett;Susan Blakeslee;Leslie Carrara;Mitch Carter;大卫·考吉尔;霍利·多夫;摩西·德里耶;艾克·艾森曼;克里斯平·弗里曼;威尔·弗里德尔;苏菲·格拉宝;理查德·史蒂文·霍维茨;Sherry Hursey;霍普·利维;Christina MacGregor;乔尔·麦克拉里;伊迪·米尔曼;莉莉娜·穆米;达兰·诺里斯;Pete Renaday;Kristen Rutherford;Mark Silverman;Warren Sroka;科妮莉亚·达尔格林;大塚明夫;都筑香弥子;森崎博之;安田显;菅野莉央;彼得·雷纳迪;迪·布拉雷·贝克尔;Victor Emanuel;斯科特·麦克菲;João Secundino;São José Correia;Rui de Sá;Albano Jerónimo;Márcia Leal;Manabu Muraji;Joana Seixas,8.9,,日本,2004-09-05,119
74,搏击俱乐部,Fight Club,https://p0.meituan.net/movie/b3defc07dfaa1b6f5b74852ce38a3f8f242792.jpg@464w_644h_1e_1c,剧情;动作;悬疑;惊悚,大卫·芬奇,爱德华·哈里森·诺顿;布拉德·皮特;海伦娜·伯翰·卡特;米特·洛夫;扎克·格雷尼尔;里奇蒙德·阿奎特;大卫·安德鲁;乔治·马奎尔;欧根妮·邦杜兰特;Christina Cabot;Sydney 'Big Dawg' Colston;Rachel Singer;Christie Cronenweth;蒂姆·德·赞;Ezra Buzzington;Dierdre Downing-Jackson;鲍勃·斯蒂芬森;Charlie Dell;罗布·兰扎;大卫·李·史密斯;霍特·麦克卡兰尼;乔伊·比索奈特;艾恩·贝利;Evan Mirand;罗比·罗宾逊;Lou Beatty Jr.;Thom Gossom Jr.;瓦莱丽·比克福德;杰瑞德·莱托;Peter Iacangelo;Carl Ciarfalio;斯图尔特·布朗伯格;托德·皮尔斯;马克·菲特;马特·温斯顿;金在骏;Bennie Moore;劳伦·桑切斯;帕特·麦克纳马拉;Tyrone R. Livingston;欧文·马斯特森;大卫·吉恩·托马斯;保罗·卡拉夫特斯;克里斯托弗·约翰·菲尔兹;Anderson Bourell;Scotch Ellis Loring;迈克尔·肖姆斯·维尔斯;Andi Carnick;爱德华·科瓦尔奇克;伦纳德·特莫;Van Quattro;Markus Redmond;迈克尔·吉拉尔丹;保罗·狄龙;Baron Jay;Marcio Rosario;Eddie Hargitay;Brian Tochi;Matt Cinquanta;Tom Dallace;Gökhan Öncel;格雷戈里·席尔瓦;Alekxia Valdez;J.T. Pontino;Chad Randau;吉姆詹金斯;菲尔霍恩;迈克尔·阿瑟;Kevin Scott Mack;贾瓦拉;Hugh Peddy;路易斯·奥尔蒂斯;Tom Falzone;Trey Ore;Michael Zagst;Edward Kowalczyk,8.9,,美国;德国,1999-09-10,139
59,怦然心动,Flipped,https://p0.meituan.net/movie/15f1ac49b6d1ff7b71207672993ed6901536456.jpg@464w_644h_1e_1c,剧情;喜剧;爱情,罗伯·莱纳,玛德琳·卡罗尔;卡兰·麦克奥利菲;艾丹·奎因;瑞贝卡·德·莫妮;安东尼·爱德华兹;约翰·马奥尼;佩内洛普·安·米勒;凯文·韦斯曼;摩根·莉莉;瑞安·克茨纳;斯戴芬妮·斯考特;伊瑟尔·布罗萨德;Inga R. Wilson;Joseph Varsanik;Ruth Crawford;Linda Auwers;肖恩·哈珀;Jake Reiner;Wallace Bridges;Quintin Hicks;阿什莉·泰勒;艾莉·布莱恩特;泰勒·格鲁秀斯;杰奎琳·埃沃拉;博·勒纳;迈克尔·博萨;吉莉安·普法夫;迈克尔·博尔顿;Frankie Potochick;科迪·霍恩;Tristan DeRoches;帕特丽夏·伦茨;Tyler Martin Moylan;Katelyn Pacitto;Scott Joel Gizicki;Rod Myers;Hahn Cho;Julia Hershey;Sydney Lumbert;Spencer Rohatynski;Chase Gall;马修·戈尔德;阿罗拉·凯瑟琳·史密斯;凯莉·唐纳利;索菲亚·撒高;Kara Pacitto;阿拉米斯·奈特;米歇尔·梅斯默;Clarinda Ross,8.8,,美国,2010-07-26,90
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,剧情;悬疑,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃;塞巴斯蒂安·科赫;马蒂娜·格德克;乌尔里希·图库尔;托马斯·蒂梅;汉斯-尤韦·鲍尔;路德韦格·布洛克伯格;托马斯·阿诺德;玛丽·格鲁伯;Volker Michalowski;迈克尔·格伯;克劳斯·芒斯特;巴斯蒂安·特罗斯特;赫伯特·克瑙普;保罗·法格斯纳赫特;辛纳克·勋纳曼;Werner Dähn;马丁·布拉巴赫;沃克马·克莱纳特;查理·哈纳;Sheri Hagen;Harald Polzin;Fabian von Klitzing;Gabi Fleming;Susanna Kraus;胡伯图斯·哈特曼;Ralf Ehrlich;Paul Maximilian Schüller;马提亚斯·布伦纳;伊嘉·比肯费尔德;吉塔·施维赫夫;希尔德加德·斯罗德;凯·伊沃·保利兹;Elja-Dusa Kedves;Anabelle Munro;Ernst-Ludwig Petrowsky;Manfred Ludwig Sextett;Philipp Kewenig;Jens Wassermann;维尔纳·德恩,8.8,,德国,2006-03-23,137
60,驯龙高手,How to Train Your Dragon,https://p0.meituan.net/movie/b0d97e4158b47d653d7a81d66f7dd3092146907.jpg@464w_644h_1e_1c,喜剧;动画;奇幻;冒险,迪恩·德布洛斯;克里斯·桑德斯,杰伊·巴鲁切尔;杰拉德·巴特勒;亚美莉卡·费雷拉;克雷格·费格森;乔纳·希尔;克里斯托夫·梅兹-普莱瑟;克里斯汀·韦格;T·J·米勒;基隆·埃利奥特;罗宾·阿特金·唐斯;菲利普·麦格雷德;阿什利·詹森;彼得·奥德;Rasmus Ellersgaard;罗伯特·汉森;Julian Eliot Kellerman;Sasia Mølgaard;Niclas Mortensen;尼尔斯·奥尔森;Özlem Saglanmark;大卫·田纳特,8.8,,美国,2010-05-14,98
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,剧情,神山征二郎,仲代达矢;春川真澄;井川比佐志;石仓三郎;石野真子;泉谷茂;片桐入;加藤登纪子;加藤嘉;岸部四郎;三木纪平;长门裕之;尾美利德;菅井琴;高桥长英;田村高广;殿山泰司;浦边粂子;八千草薰;山本圭;山城新伍;柳叶敏郎;黑田亚瑟;Takuji Aoki;Norinobu Kodama,8.8,,日本,1987-08-01,107
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,剧情,杨宇硕,宋永彰;吴达洙;郭度沅;宋康昊;柳秀荣;金英爱;任时完;车光洙;Ki-Jung Han;李星民;李真熙;朴成根;赵莞基;李杭娜;薛昌熙;赵敏基;杨明宪;韩基重;全光镇;黄健;Jung Hyun Choi;张利雨;李率求;权五镇;沈熙燮;郑元中;刘河福;郑俊元;朴修荣;曹善默;郭道元;Kwang-Jin Jeon;李静恩,8.8,,韩国,2013-12-18,127
58,断背山,Brokeback Mountain,https://p0.meituan.net/movie/e71affe126eeb4f8bfcc738cbddeebc8288766.jpg@464w_644h_1e_1c,剧情;爱情;家庭,李安,希斯·莱杰;杰克·吉伦哈尔;米歇尔·威廉姆斯;兰迪·奎德;安妮·海瑟薇;凯特·玛拉;格拉汉姆·贝克尔;大卫·哈伯;罗伯塔·马克斯韦尔;皮特·麦克罗比;安娜·法瑞丝;琳达·卡德里尼;Jayson Therrien;Tyson Wiebe;Mary McBride;罗德里戈·普列托;Cam Sutherland;Jon-Paul Khouri;Christian Fraser;Will Martin;杰克·丘奇;夏恩·希尔;Cayla Wolever;Jerry Callaghan;Jacey Kenny;Pete Seadon;Keanna Dubé;Steffen Cole Moser;Kade Philps;Mary Liboiron;Gary Lauder;Dean Barrett;Duval Lang;Don Bland;Dan McDougall;Lachlan Mackintosh;David Trimble;Victor Reyes;肯·罗伯茨;艾瑞卡·沃尔特;凯林·西;巴布·米切尔;汤姆·凯瑞;马蒂·安东尼尼;James Baker;Valerie Planche;Sarah Hyslop;史蒂文·克里·莫利森;布鲁克琳·普劳克斯;斯科特·迈克尔·坎贝尔;Hannah Stewart;Ken Zilka;John Tench;Larry Reese;Dave Trimble;大卫·达斯马齐连;Kade Phillips,8.8,,美国;加拿大,2005-09-02,134
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,剧情;爱情;动画;奇幻,大森贵弘,内山昂辉;佐仓绫音;Izumi Sawada;山本兼平;辻亲八;Hayato Taya;内田麻美,8.8,,日本,2011-09-17,45
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,纪录片,路易·西霍尤斯,里克·奥巴瑞;路易·西霍尤斯;哈迪·琼斯;森下助二;Greg 'Moondog' Mooney;Lesley Vogel;James Triglone;Angie Takanami;Kuni Takanami;Seamon;James Pribham;Karina Petroni;Jeff Pantukhoff;Owen J. Newcomb;Karlee Mackie;Andrew Lucas;Justin Krumb;Chris Lane;Hannah Fraser;Peter Heller;Howie Cooke;James Cox;Steven Barilotti;Shannon Sol Carroll;Atherton Martin;Deborah Basset;John Potter;John Fuller;C. Scott Baker;Brook Aitken;Dan Goodman;Tetsuya Endo;海顿·潘妮蒂尔;伊莎贝尔·卢卡斯;Kirk Krack;Mandy-Rae Cruikshank;Hideki Moronuki;Roger Payne;Kazutaka Sangen;Hayato Sakurai;Joe Chisholm;Simon Hutchins;Doug DeMaster;Paul Watson;Charles Hambleton;Dave Rastovich;Ian Campbell;迈克尔·利弗;Richard O'Barry;Hans Peter Roth,8.8,,美国,2009-07-31,92
91,哈利·波特与魔法石,Harry Potter and the Sorcerer's Stone,https://p0.meituan.net/movie/d66b56b77b55aa3da5987b68948444c9106742.jpg@464w_644h_1e_1c,奇幻;冒险,克里斯·哥伦布,丹尼尔·雷德克里夫;鲁伯特·格林特;艾玛·沃特森;理查德·哈里斯;玛吉·史密斯;罗彼·考特拉尼;费奥纳·肖;哈利·米尔林;理查德·格雷弗斯;伊恩·哈特;约翰·赫特;杰拉丁·萨莫维尔;朱丽·沃特斯;汤姆·费尔顿;莱斯利·菲利普斯;约翰·克立斯;艾伦·瑞克曼;肖恩·比格斯代夫;阿德里安·劳林斯;Derek Deadman;威勒·特耶;理查德·布雷默;邦妮·怀特;克里斯·兰金;詹姆斯·菲尔浦斯;奥利弗·费尔普斯;马修·刘易斯;杰米·威莱特;约书亚·赫德曼;戴文·穆雷;阿尔弗雷德·伊诺奇;埃莉诺·哥伦布;特伦斯·贝勒;Simon Fisher-Becker;妮娜·扬;大卫·布拉德利;沃维克·戴维斯;伊丽莎白·斯普里格斯;Danielle Tabor;雷·费隆;Harry Taylor;Emily Dale;Leilah Sutherland;Scott Fern;David Holmes;Jean Southern;Ben Borowiecki;卢克·扬布拉德;佐伊·沃纳梅克;Saunders Triplets;Will Theakston;乔什·赫德曼;Scot Fearn,9.0,,美国;英国,2002-01-26,152
1,霸王别姬,Farewell My Concubine,https://p0.meituan.net/movie/ce4da3e03e655b5b88ed31b5cd7896cf62472.jpg@464w_644h_1e_1c,剧情;爱情,陈凯歌,张国荣;张丰毅;巩俐;吕齐;英达;葛优;雷汉;童弟;尹治;马明威;赵海龙;费振翔;李丹;杨永超;黄斐;蒋雯丽;智一桐;李春;吴大维;黄磊;宋小川;张进战;关之琳;毛舜筠;吴君如;黄百鸣;吴孟达;卢敏仪;杨立新;方征,9.5,,中国大陆;中国香港,1993-07-26,171
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,喜剧;爱情;奇幻,理查德·柯蒂斯,瑞秋·麦克亚当斯;多姆纳尔·格里森;比尔·奈伊;玛歌特·罗比;汤姆·霍兰德;琳赛·邓肯;内芙·加切夫;凡妮莎·柯比;李·阿斯奎斯-柯;安部春香;汤姆·休斯;李·尼古拉斯·哈里斯;丽莎·艾科恩;凯瑟琳·斯戴曼;Nichola Marie Fynn;维尔·梅里克;保罗·布莱克维尔;罗薇娜·戴蒙德;莉迪亚·威尔逊;马修·C·马蒂诺;黛博拉·罗桑;约翰·达根;米切尔·马伦;格拉姆·柯里;理查德·赫德曼;哈利·海顿-佩顿;Lilian Price;艾薇·维;理查德·科德里;Greg Bennett;阿曼达·伦贝里;Cleo Bianca Anderson;Morris Minelli;利昂·科尔宾;吉诺·皮恰诺;Neil Alexander Smith;Kris Dillon Jr.;乔什·麦吉尔;Katherine Denkinson;朱莉·沃洛诺;John Harley;Glenn Webster;Luke Howard;Catherine Delaloye;Eva Dagoo;Benjay X Murphy;Freddie-Joe Twine;西蒙娜·利伯曼;Matt Butcher;马汀·麦格;珍妮·莱恩斯福德;Robby Haynes;Natasha Powell;Jon Wennington;Clemmie Dugdale;Ricky Rajpal;Murray Close;理查德·班克斯;Lisa Byrne;Fran Bennett;Martyn Moore;菘龙忠;Fiaz Ali;Aisling Hughes;Bhanu Alley;Olivia Konten-Sloman;Andrew Yiallouros;Habib Anibaba;Tiger Rudge;Sara Heller;Natasha Manu;Guglielmo Richards;Sophie Brown;Georgie Westall;Paige Segal;Katharine Blackshaw;David Golt;Kas Graham;Lew Smart;Alex Tutusaus;理查德·E·格兰特;理查德·格雷弗斯;Pal Aron;Mark Healy;Kenneth Hazeldine;Matilda Sturridge;菲利普-沃斯;Tom Godwin;Ben Benson;Andrew Martin Yates;Verity Fullerton;Veronica Owings;Jaiden Dervish;Jacob Francis;Jago Freud;Ollie Phillips;Sophie Pond;Kirsty Anne Symonds;艾莉克丝摩尔;Molly Seymour;汤姆·斯托顿;Rebecca Chew;Jon West;Graham Richard Howgego;Kerrie Liane Studholme;Barbar Gough;Jon Boden;Charlie Curtis;约书亚·麦圭尔;贝恩·科拉科;迪诺·法赞尼;李仙湖,8.8,,英国,2013-09-04,123
52,甜蜜蜜,Comrades: Almost a Love Story,https://p1.meituan.net/movie/0b0d45b58946078dd24d4945dd6be3b51329411.jpg@464w_644h_1e_1c,剧情;爱情,陈可辛;赵良骏,黎明;张曼玉;曾志伟;张同祖;杜可风;杨恭如;丁羽;米歇尔·加布里埃尔;孙亚莉;诸慧荷;莱恩·伯迪克;梁燕;金青元;丁佩静;秦永昇;周健;王立;孙亚昇;姚吉;Jane Choi;Heather Traber;Robin Gold;Chi Ming Woo;Pui-jing Ding;吴里璐;关信辉;孙亚莉,8.9,,中国香港,2015-02-13,118
36,7号房的礼物,7번방의 선물,https://p1.meituan.net/movie/a53a0200eba15ba483c905c872db9bf4331099.jpg@464w_644h_1e_1c,剧情;喜剧;家庭,李焕庆,柳承龙;郑镇荣;朴信惠;葛素媛;金正泰;吴达洙;朴元尚;郑涵妃;金基灿;郑满植;卢康民;吴昌庆;赵德贤;全宪泰;崔录运;金基天;吕茂英;郑熙泰;韩成勇;赵在允;尹善宇;Ye-Seo Kang;Se-dong Kim;李沇熹;Chang-kyung Oh;朴相勉;Moo-yeong Yeo;Ki-chun Kim;李胜妍;朴吉秀;Lee-woo Song;Sun-Woo Yoon,8.8,,韩国,2013-01-23,127
25,爱·回家,집으로...,https://p0.meituan.net/movie/de1142a5dceb901eb939eb0bcfc2f88470909.jpg@464w_644h_1e_1c,剧情;家庭,李廷香,俞承豪;金艺芬;童孝熙;闵京勋;任恩敬,9.1,,韩国,2002-04-05,80
22,海洋,Océans,https://p1.meituan.net/movie/a19a7f64a10e133b68de87d2f3bc46f3111417.jpg@464w_644h_1e_1c,纪录片,雅克·贝汉;雅克·克鲁奥德,雅克·贝汉;姜文;兰斯洛特·佩林;宫泽理惠;皮尔斯·布鲁斯南;阿尔多;小佩德罗·阿门达里斯;马蒂亚斯·勃兰特;Manolo Garcia,9.1,,法国;瑞士;西班牙;美国;阿联酋,2011-08-12,104
26,龙猫,となりのトトロ,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,动画;冒险;奇幻;家庭,宫崎骏,秦岚;糸井重里;岛本须美;千叶繁;中村大树;大谷育江;日高法子;坂本千夏;北林谷荣;高木均;丸山裕子;鹫尾真知子;广濑正志;西村朋纮;铃木玲子;雨笠利幸;平松晶子;鳕子;神代知衣;水谷优子;龙田直树;石田光子;帕特·卡洛尔;蒂姆·达利;达科塔·范宁;艾丽·范宁;丽娅·萨隆加;谢丽尔·蔡斯;Lara Cody;弗兰克·维尔克;娜塔莉·可儿;肯尼斯·哈特曼;亚历山德·肯沃西;史蒂夫·克莱默;Aline Leslie;丽莎·迈克尔逊;Ashley Rose;凯特琳·彼得森;Evan Sabara;布瑞安·西尔多;格莱格·斯奈哥夫;保罗·布切;Yvonne Russo;Matt Adler;大卫·米德桑德;J·P·马诺克斯;凯斯·索西;露西·泰勒;彼得·雷纳迪;Kimberly Guerrero;扎恩·迈克拉农;纽威尔·亚历山大;Kristin Klabunde;罗伯特·克洛特沃西;布里奇特·霍夫曼;Melanie MacQueen,9.1,,日本,2018-12-14,86
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,剧情;犯罪,克林特·伊斯特伍德,凯文·科斯特纳;克林特·伊斯特伍德;T·J·劳瑟;劳拉·邓恩;布莱德利·惠特福德;布鲁斯·麦克吉尔;基斯·斯扎拉巴基克;里奥·伯梅斯特;Paul Hewitt;雷·迈克金农;Jennifer Griffin;达里尔·考克斯;Mark Voges;Vernon Grote;James Jeter;Ed Geldart;Nik Hagler;Gary Moody;玛丽埃塔·马利奇;罗杰·博伊斯;Lucy Lee Flippin;Elizabeth Ruscio;加布里埃尔·福尔斯;Gil Glasgow;丹尼斯莱茨;John Hussey;Margaret Bowman;约翰·M·杰克逊;Cameron Finley;马可·佩雷拉;Linda Hart;布兰顿·史密斯;乔治·奧瑞森;Wayne Dehart;玛丽·爱丽丝;凯文·贾马尔·伍德斯;Tony Frank;Woody Watson;James W. Gavin;Craig Hosking;吉米·雷·皮肯斯;利比·维拉利;Greg Stechman;George Haynes;Christopher Reagan Ammons;Connie Cooper;David Kroll;David Stanford;Katy Wottrich;Belinda Flowers;Leslie Flowers;Taylor Suzanna McBride;Jay Whiteaker,8.8,,美国,1993-11-24,138
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,剧情;爱情;家庭,杨德昌,吴念真;金燕玲;李凯莉;林孟瑾;张洋洋;陈以文;柯宇纶;唐如韫;杨德昌;萧淑慎;尾形一成;陈希圣;张育邦;徐淑媛;曾心怡;许安安;柯素云;Kai-Li Peng;唐从圣;戴立忍;陶传正;孙法钧;江惠惠;李永丰;津田健次郎;宋少卿;刘亮佐;范瑞君;Chi-Tung Yu;罗北安;邓安宁;杨淇;Kiyotaka Ueno;Christian Storms;Shi-hui Chin;Kuo-Chih Shu;Mei-Yun Yu;Antonio Lee;Yuen-Cheng Cheng;苗子杰;李键昌;徐珪莹;Shih-Ping Yang;杨谨华;Cheng-Wan Pieh;Shih-hue Tu;毛训容,8.8,,中国台湾;日本,2000-05-15,173
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,战争;剧情;爱情,罗伯托·贝尼尼,罗伯托·贝尼尼;尼可莱塔·布拉斯基;乔治·坎塔里尼;朱斯蒂诺·杜拉诺;赛尔乔·比尼·布斯特里克;玛丽萨·帕雷德斯;霍斯特·布赫霍尔茨;利迪娅·阿方西;朱利亚娜·洛约迪切;亚美利哥·丰塔尼;彼得·德·席尔瓦;弗朗西斯·古佐;拉法埃拉·莱博罗尼;克劳迪奥·阿方西;吉尔·巴罗尼;马西莫·比安奇;于尔根·博恩;维蕾娜·布拉蒂;罗伯特·卡梅罗;恩尼奥·孔萨尔维;吉安卡尔洛·科森蒂诺;亚伦克·雷格;Alfiero Falomi;Daniela Fedtke;Antonio Fommei;Stefano Frangipani;Ernst Frowein Holger;Alessandra Grassi;Hannes Helmann;Wolfgang Hillinger;Margareta Lucia Krauss;Patrizia Lazzarini;Maria Letizia;Concetta Lombardo;Maria Rita Macellari;Carlotta Mangione;Francesca Messinese;弗兰科·梅斯科利尼;Inger Lise Middelthon;Andrea Nardi;Günther Pfanzelter;Cristiana Porchiella;安东尼奥·普雷斯特;吉娜·诺维勒;Laura Rudeberg;Massimo Salvianti;理查德·塞梅尔;James Schindler;安德烈提多娜;迪尔克·范登贝格;Giovanna Villa;Roberto Dell'Acqua;Katia Crispino;奥梅罗·安东努蒂;阿伦·克雷格;汉尼斯·赫尔曼;李靖飞;Laura Susanne Ruedeberg;James Falzone;Daniela Fedke,9.1,,意大利,2020-01-03,116
